,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
47,47,"<a href=""/en/players/399e9474/Amarii-Bell""Amari'i Bell","<a href=""/en/country/JAM/Jamaica-Football""<span style=""white-space: nowrap""<span class=""f-i f-jm"" style=""""jm",DF,"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",29-302,1994,20,20,"1,715",19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,"<a href=""/en/players/399e9474/matchlogs/2023-2024/summary/Amarii-Bell-Match-Logs""Matches"
48,48,"<a href=""/en/players/10f0fdd3/Jean-Ricner-Bellegarde""Jean-Ricner Bellegarde","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr","MF,FW","<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",25-249,1998,17,7,716,8.0,2,1,3,2,0,0,0,1,1.2,1.2,0.6,1.8,25,33,38,0.25,0.13,0.38,0.25,0.38,0.15,0.07,0.22,0.15,0.22,"<a href=""/en/players/10f0fdd3/matchlogs/2023-2024/summary/Jean-Ricner-Bellegarde-Match-Logs""Matches"
49,49,"<a href=""/en/players/9ade9ce1/Anis-Ben-Slimane""Anis Ben Slimane","<a href=""/en/country/TUN/Tunisia-Football""<span style=""white-space: nowrap""<span class=""f-i f-tn"" style=""""tn",MF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",22-352,2001,11,4,366,4.1,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1.0,2,9,17,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.24,0.17,0.24,"<a href=""/en/players/9ade9ce1/matchlogs/2023-2024/summary/Anis-Ben-Slimane-Match-Logs""Matches"
50,50,"<a href=""/en/players/5a04fd92/Said-Benrahma""Saïd Benrahma","<a href=""/en/country/ALG/Algeria-Football""<span style=""white-space: nowrap""<span class=""f-i f-dz"" style=""""dz","FW,MF","<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",28-205,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.5,28,28,70,0.00,0.15,0.15,0.00,0.15,0.27,0.21,0.47,0.15,0.36,"<a href=""/en/players/5a04fd92/matchlogs/2023-2024/summary/Said-Benrahma-Match-Logs""Matches"
51,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
52,51,"<a href=""/en/players/3b8674e6/Rodrigo-Bentancur""Rodrigo Bentancur","<a href=""/en/country/URU/Uruguay-Football""<span style=""white-space: nowrap""<span class=""f-i f-uy"" style=""""uy",MF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",26-251,1997,10,6,426,4.7,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.2,5,24,11,0.21,0.00,0.21,0.21,0.21,0.21,0.05,0.26,0.21,0.26,"<a href=""/en/players/3b8674e6/matchlogs/2023-2024/summary/Rodrigo-Bentancur-Match-Logs""Matches"
53,52,"<a href=""/en/players/68db6358/Daniel-Bentley""Daniel Bentley","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",30-233,1993,3,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/68db6358/matchlogs/2023-2024/summary/Daniel-Bentley-Match-Logs""Matches"
54,53,"<a href=""/en/players/f72293fc/Johann-Berg-Gudmundsson""Jóhann Berg Guðmundsson","<a href=""/en/country/ISL/Iceland-Football""<span style=""white-space: nowrap""<span class=""f-i f-is"" style=""""is",MF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",33-127,1990,18,12,"1,048",11.6,0,2,2,0,0,0,2,0,0.9,0.9,2.3,3.2,8,50,55,0.00,0.17,0.17,0.00,0.17,0.08,0.20,0.28,0.08,0.28,"<a href=""/en/players/f72293fc/matchlogs/2023-2024/summary/Johann-Berg-Gudmundsson-Match-Logs""Matches"
55,54,"<a href=""/en/players/d0b6129f/Sander-Berge""Sander Berge","<a href=""/en/country/NOR/Norway-Football""<span style=""white-space: nowrap""<span class=""f-i f-no"" style=""""no",MF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",26-017,1998,25,22,"1,925",21.4,1,1,2,1,0,0,7,1,1.5,1.5,0.9,2.4,29,76,20,0.05,0.05,0.09,0.05,0.09,0.07,0.04,0.11,0.07,0.11,"<a href=""/en/players/d0b6129f/matchlogs/2023-2024/summary/Sander-Berge-Match-Logs""Matches"
56,55,"<a href=""/en/players/2aaadf33/Luke-Berry""Luke Berry","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,DF","<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",31-234,1992,6,0,55,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,0,2,0.00,0.00,0.00,0.00,0.00,0.37,0.10,0.47,0.37,0.47,"<a href=""/en/players/2aaadf33/matchlogs/2023-2024/summary/Luke-Berry-Match-Logs""Matches"
57,56,"<a href=""/en/players/ed5c0319/Beto""Beto","<a href=""/en/country/GNB/Guinea-Bissau-Football""<span style=""white-space: nowrap""<span class=""f-i f-gw"" style=""""gw",FW,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",26-031,1998,21,5,613,6.8,1,0,1,1,0,0,2,0,3.3,3.3,0.8,4.1,8,8,37,0.15,0.00,0.15,0.15,0.15,0.48,0.12,0.60,0.48,0.60,"<a href=""/en/players/ed5c0319/matchlogs/2023-2024/summary/Beto-Match-Logs""Matches"
58,57,"<a href=""/en/players/9af1f9ff/Jordan-Beyer""Jordan Beyer","<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de",DF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",23-288,2000,15,15,"1,234",13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06,"<a href=""/en/players/9af1f9ff/matchlogs/2023-2024/summary/Jordan-Beyer-Match-Logs""Matches"
59,58,"<a href=""/en/players/d328a254/Philip-Billing""Philip Billing","<a href=""/en/country/DEN/Denmark-Football""<span style=""white-space: nowrap""<span class=""f-i f-dk"" style=""""dk",MF,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",27-265,1996,20,12,"1,203",13.4,2,2,4,2,0,0,3,1,2.1,2.1,2.5,4.5,17,41,49,0.15,0.15,0.30,0.15,0.30,0.16,0.18,0.34,0.16,0.34,"<a href=""/en/players/d328a254/matchlogs/2023-2024/summary/Philip-Billing-Match-Logs""Matches"
60,59,"<a href=""/en/players/6c203af0/Yves-Bissouma""Yves Bissouma","<a href=""/en/country/MLI/Mali-Football""<span style=""white-space: nowrap""<span class=""f-i f-ml"" style=""""ml",MF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",27-185,1996,17,16,"1,305",14.5,0,0,0,0,0,0,7,2,1.2,1.2,0.3,1.5,31,94,8,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,"<a href=""/en/players/6c203af0/matchlogs/2023-2024/summary/Yves-Bissouma-Match-Logs""Matches"
61,60,"<a href=""/en/players/4c5835e6/Benicio-Boaitey""Benicio Boaitey","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","DF,FW","<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",20-053,2004,4,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/4c5835e6/matchlogs/2023-2024/summary/Benicio-Boaitey-Match-Logs""Matches"
62,61,"<a href=""/en/players/eed2427e/Oscar-Bobb""Oscar Bobb","<a href=""/en/country/NOR/Norway-Football""<span style=""white-space: nowrap""<span class=""f-i f-no"" style=""""no","FW,MF","<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",20-234,2003,8,1,179,2.0,1,1,2,1,0,0,0,0,1.3,1.3,0.9,2.2,9,18,29,0.50,0.50,1.01,0.50,1.01,0.64,0.47,1.12,0.64,1.12,"<a href=""/en/players/eed2427e/matchlogs/2023-2024/summary/Oscar-Bobb-Match-Logs""Matches"
63,62,"<a href=""/en/players/ae5019e6/Jayden-Bogle""Jayden Bogle","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",23-219,2000,22,20,"1,758",19.5,1,0,1,1,0,0,7,0,1.2,1.2,0.8,2.0,19,34,53,0.05,0.00,0.05,0.05,0.05,0.06,0.04,0.10,0.06,0.10,"<a href=""/en/players/ae5019e6/matchlogs/2023-2024/summary/Jayden-Bogle-Match-Logs""Matches"
64,63,"<a href=""/en/players/a4ac4b8f/Willy-Boly""Willy Boly","<a href=""/en/country/CIV/Cote-dIvoire-Football""<span style=""white-space: nowrap""<span class=""f-i f-ci"" style=""""ci",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",33-028,1991,15,13,995,11.1,1,0,1,1,0,0,3,1,1.3,1.3,1.0,2.3,4,22,2,0.09,0.00,0.09,0.09,0.09,0.12,0.09,0.20,0.12,0.20,"<a href=""/en/players/a4ac4b8f/matchlogs/2023-2024/summary/Willy-Boly-Match-Logs""Matches"
65,64,"<a href=""/en/players/ccce7025/Sven-Botman""Sven Botman","<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",DF,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",24-050,2000,15,13,"1,197",13.3,2,2,4,2,0,0,2,0,0.6,0.6,1.0,1.6,0,27,5,0.15,0.15,0.30,0.15,0.30,0.04,0.08,0.12,0.04,0.12,"<a href=""/en/players/ccce7025/matchlogs/2023-2024/summary/Sven-Botman-Match-Logs""Matches"
66,65,"<a href=""/en/players/79c84d1c/Jarrod-Bowen""Jarrod Bowen","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",27-073,1996,25,25,"2,246",25.0,14,2,16,14,0,0,2,0,9.0,9.0,2.9,11.9,61,39,145,0.56,0.08,0.64,0.56,0.64,0.36,0.12,0.48,0.36,0.48,"<a href=""/en/players/79c84d1c/matchlogs/2023-2024/summary/Jarrod-Bowen-Match-Logs""Matches"
67,66,"<a href=""/en/players/bbd67769/Conor-Bradley""Conor Bradley","<a href=""/en/country/NIR/Northern-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-nir"" style=""""nir",DF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",20-237,2003,4,4,298,3.3,1,3,4,1,0,0,1,0,0.7,0.7,0.9,1.6,13,10,19,0.30,0.91,1.21,0.30,1.21,0.20,0.27,0.47,0.20,0.47,"<a href=""/en/players/bbd67769/matchlogs/2023-2024/summary/Conor-Bradley-Match-Logs""Matches"
68,67,"<a href=""/en/players/c1949191/Jarrad-Branthwaite""Jarrad Branthwaite","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",21-249,2002,23,23,"2,070",23.0,2,0,2,2,0,0,7,0,1.4,1.4,0.9,2.3,0,39,3,0.09,0.00,0.09,0.09,0.09,0.06,0.04,0.10,0.06,0.10,"<a href=""/en/players/c1949191/matchlogs/2023-2024/summary/Jarrad-Branthwaite-Match-Logs""Matches"
69,68,"<a href=""/en/players/57827369/Ben-Brereton""Ben Brereton","<a href=""/en/country/CHI/Chile-Football""<span style=""white-space: nowrap""<span class=""f-i f-cl"" style=""""cl",MF,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",24-319,1999,3,3,175,1.9,2,0,2,2,0,0,0,0,1.1,1.1,0.0,1.1,4,5,14,1.03,0.00,1.03,1.03,1.03,0.55,0.01,0.56,0.55,0.56,"<a href=""/en/players/57827369/matchlogs/2023-2024/summary/Ben-Brereton-Match-Logs""Matches"
70,69,"<a href=""/en/players/30e81a88/Rhian-Brewster""Rhian Brewster","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,MF","<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",23-336,2000,11,3,307,3.4,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,1,2,17,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,"<a href=""/en/players/30e81a88/matchlogs/2023-2024/summary/Rhian-Brewster-Match-Logs""Matches"
71,70,"<a href=""/en/players/97220da2/Armando-Broja""Armando Broja","<a href=""/en/country/ALB/Albania-Football""<span style=""white-space: nowrap""<span class=""f-i f-al"" style=""""al",FW,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",22-174,2001,13,6,454,5.0,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.20,0.00,0.20,0.20,0.20,0.47,0.03,0.50,0.47,0.50,"<a href=""/en/players/97220da2/matchlogs/2023-2024/summary/Armando-Broja-Match-Logs""Matches"
72,71,"<a href=""/en/players/97220da2/Armando-Broja""Armando Broja","<a href=""/en/country/ALB/Albania-Football""<span style=""white-space: nowrap""<span class=""f-i f-al"" style=""""al",FW,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",22-174,2001,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/97220da2/matchlogs/2023-2024/summary/Armando-Broja-Match-Logs""Matches"
73,72,"<a href=""/en/players/5f346071/Andre-Brooks""Andre Brooks","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,DF","<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",20-195,2003,12,8,605,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,11,12,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,"<a href=""/en/players/5f346071/matchlogs/2023-2024/summary/Andre-Brooks-Match-Logs""Matches"
74,73,"<a href=""/en/players/dc4cae05/David-Brooks""David Brooks","<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls","FW,MF","<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",26-238,1997,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1.0,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.70,0.33,1.03,0.70,1.03,"<a href=""/en/players/dc4cae05/matchlogs/2023-2024/summary/David-Brooks-Match-Logs""Matches"
75,74,"<a href=""/en/players/ca18c8f1/Jacob-Brown""Jacob Brown","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct","MF,FW","<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",25-327,1998,19,12,"1,019",11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0.00,0.18,0.18,0.18,0.25,0.06,0.30,0.25,0.30,"<a href=""/en/players/ca18c8f1/matchlogs/2023-2024/summary/Jacob-Brown-Match-Logs""Matches"
76,75,"<a href=""/en/players/47369df8/Josh-Brownhill""Josh Brownhill","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",28-074,1995,25,22,"1,983",22.0,3,1,4,3,0,0,3,1,1.3,1.3,1.6,2.9,16,73,27,0.14,0.05,0.18,0.14,0.18,0.06,0.07,0.13,0.06,0.13,"<a href=""/en/players/47369df8/matchlogs/2023-2024/summary/Josh-Brownhill-Match-Logs""Matches"
77,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
78,76,"<a href=""/en/players/4e204552/Jacob-Bruun-Larsen""Jacob Bruun Larsen","<a href=""/en/country/DEN/Denmark-Football""<span style=""white-space: nowrap""<span class=""f-i f-dk"" style=""""dk","MF,FW","<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",25-165,1998,20,4,483,5.4,2,0,2,2,0,0,0,0,1.3,1.3,0.5,1.9,24,15,70,0.37,0.00,0.37,0.37,0.37,0.24,0.10,0.35,0.24,0.35,"<a href=""/en/players/4e204552/matchlogs/2023-2024/summary/Jacob-Bruun-Larsen-Match-Logs""Matches"
79,77,"<a href=""/en/players/bfc3b3a0/Hugo-Bueno""Hugo Bueno","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es","DF,MF","<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",21-166,2002,13,4,400,4.4,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,11,5,29,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.17,0.06,0.17,"<a href=""/en/players/bfc3b3a0/matchlogs/2023-2024/summary/Hugo-Bueno-Match-Logs""Matches"
80,78,"<a href=""/en/players/edc98fac/Santiago-Bueno""Santiago Bueno","<a href=""/en/country/URU/Uruguay-Football""<span style=""white-space: nowrap""<span class=""f-i f-uy"" style=""""uy",DF,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",25-114,1998,3,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/edc98fac/matchlogs/2023-2024/summary/Santiago-Bueno-Match-Logs""Matches"
81,79,"<a href=""/en/players/468a7a91/Facundo-Buonanotte""Facundo Buonanotte","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar","MF,FW","<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",19-070,2004,18,12,911,10.1,3,1,4,3,0,0,6,0,1.8,1.8,1.7,3.4,13,23,45,0.30,0.10,0.40,0.30,0.40,0.17,0.17,0.34,0.17,0.34,"<a href=""/en/players/468a7a91/matchlogs/2023-2024/summary/Facundo-Buonanotte-Match-Logs""Matches"
82,80,"<a href=""/en/players/a681b7b7/Reece-Burke""Reece Burke","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",27-182,1996,11,9,764,8.5,0,1,1,0,0,0,1,0,0.5,0.5,0.4,0.9,3,27,9,0.00,0.12,0.12,0.00,0.12,0.06,0.05,0.10,0.06,0.10,"<a href=""/en/players/a681b7b7/matchlogs/2023-2024/summary/Reece-Burke-Match-Logs""Matches"
83,81,"<a href=""/en/players/b2d31e83/Dan-Burn""Dan Burn","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",31-298,1992,21,20,"1,668",18.5,2,2,4,2,0,0,3,0,1.9,1.9,0.8,2.7,10,56,22,0.11,0.11,0.22,0.11,0.22,0.10,0.04,0.14,0.10,0.14,"<a href=""/en/players/b2d31e83/matchlogs/2023-2024/summary/Dan-Burn-Match-Logs""Matches"
84,82,"<a href=""/en/players/dab84ad2/Mason-Burstow""Mason Burstow","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",20-211,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/dab84ad2/matchlogs/2023-2024/summary/Mason-Burstow-Match-Logs""Matches"
85,83,"<a href=""/en/players/16264a81/Moises-Caicedo""Moisés Caicedo","<a href=""/en/country/ECU/Ecuador-Football""<span style=""white-space: nowrap""<span class=""f-i f-ec"" style=""""ec",MF,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",22-121,2001,22,20,"1,761",19.6,0,1,1,0,0,0,7,0,0.2,0.2,1.5,1.7,9,98,16,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,"<a href=""/en/players/16264a81/matchlogs/2023-2024/summary/Moises-Caicedo-Match-Logs""Matches"
86,84,"<a href=""/en/players/a8748947/Tom-Cairney""Tom Cairney","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",MF,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",33-042,1991,24,13,"1,194",13.3,1,3,4,1,0,0,2,0,0.8,0.8,1.9,2.7,29,110,52,0.08,0.23,0.30,0.08,0.30,0.06,0.15,0.20,0.06,0.20,"<a href=""/en/players/a8748947/matchlogs/2023-2024/summary/Tom-Cairney-Match-Logs""Matches"
87,85,"<a href=""/en/players/59e6e5bf/Dominic-Calvert-Lewin""Dominic Calvert-Lewin","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",26-352,1997,22,19,"1,536",17.1,3,1,4,3,0,0,1,0,9.0,9.0,1.6,10.6,22,21,78,0.18,0.06,0.23,0.18,0.23,0.53,0.09,0.62,0.53,0.62,"<a href=""/en/players/59e6e5bf/matchlogs/2023-2024/summary/Dominic-Calvert-Lewin-Match-Logs""Matches"
88,86,"<a href=""/en/players/4506aec5/Thomas-Cannon""Thomas Cannon","<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",FW,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",21-065,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/4506aec5/matchlogs/2023-2024/summary/Thomas-Cannon-Match-Logs""Matches"
89,87,"<a href=""/en/players/b4a014b1/Diego-Carlos""Diego Carlos","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",DF,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",30-353,1993,17,13,"1,160",12.9,0,0,0,0,0,0,3,0,0.6,0.6,0.0,0.6,4,47,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,"<a href=""/en/players/b4a014b1/matchlogs/2023-2024/summary/Diego-Carlos-Match-Logs""Matches"
90,88,"<a href=""/en/players/fb920f3a/Cesare-Casadei""Cesare Casadei","<a href=""/en/country/ITA/Italy-Football""<span style=""white-space: nowrap""<span class=""f-i f-it"" style=""""it",MF,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",21-052,2003,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43,"<a href=""/en/players/fb920f3a/matchlogs/2023-2024/summary/Cesare-Casadei-Match-Logs""Matches"
91,89,"<a href=""/en/players/4d224fe8/Casemiro""Casemiro","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",MF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",32-008,1992,13,13,997,11.1,1,1,2,1,0,0,4,0,2.3,2.3,0.5,2.8,8,69,28,0.09,0.09,0.18,0.09,0.18,0.20,0.05,0.25,0.20,0.25,"<a href=""/en/players/4d224fe8/matchlogs/2023-2024/summary/Casemiro-Match-Logs""Matches"
92,90,"<a href=""/en/players/2389cdc2/Matty-Cash""Matty Cash","<a href=""/en/country/POL/Poland-Football""<span style=""white-space: nowrap""<span class=""f-i f-pl"" style=""""pl",DF,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",26-208,1997,23,19,"1,673",18.6,2,1,3,2,0,0,6,0,3.9,3.9,2.1,5.9,54,70,78,0.11,0.05,0.16,0.11,0.16,0.21,0.11,0.32,0.21,0.32,"<a href=""/en/players/2389cdc2/matchlogs/2023-2024/summary/Matty-Cash-Match-Logs""Matches"
93,91,"<a href=""/en/players/197640fd/Timothy-Castagne""Timothy Castagne","<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",DF,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",28-088,1995,23,19,"1,759",19.5,0,1,1,0,0,0,2,0,1.3,1.3,0.8,2.1,37,59,88,0.00,0.05,0.05,0.00,0.05,0.07,0.04,0.11,0.07,0.11,"<a href=""/en/players/197640fd/matchlogs/2023-2024/summary/Timothy-Castagne-Match-Logs""Matches"
94,92,"<a href=""/en/players/e28868f3/Jonny-Castro""Jonny Castro","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",MF,"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",29-365,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/e28868f3/matchlogs/2023-2024/summary/Jonny-Castro-Match-Logs""Matches"
