,0
0.05,xg_per90
0.03,xg_assist_per90
0.08,xg_xg_assist_per90
0.05,npxg_per90
0.08,npxg_xg_assist_per90
"<a href=""/en/players/7c5fa6cf/matchlogs/2023-2024/summary/Jordan-Clark-Match-Logs""Matches",matches
104,ranker
"<a href=""/en/players/0442183b/Nathaniel-Clyne""Nathaniel Clyne",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",team
32-331,age
1991,birth_year
10,games
7,games_starts
718,minutes
8.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.1,npxg_xg_assist
8,progressive_carries
18,progressive_passes
15,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.01,xg_xg_assist_per90
0.00,npxg_per90
0.01,npxg_xg_assist_per90
"<a href=""/en/players/0442183b/matchlogs/2023-2024/summary/Nathaniel-Clyne-Match-Logs""Matches",matches
105,ranker
"<a href=""/en/players/0420d84f/Seamus-Coleman""Séamus Coleman",player
"<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",nationality
DF,position
"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",team
35-142,age
1988,birth_year
5,games
2,games_starts
235,minutes
2.6,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
1,progressive_carries
12,progressive_passes
7,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/0420d84f/matchlogs/2023-2024/summary/Seamus-Coleman-Match-Logs""Matches",matches
106,ranker
"<a href=""/en/players/a8c19eb8/Nathan-Collins""Nathan Collins",player
"<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",nationality
DF,position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
22-306,age
2001,birth_year
21,games
18,games_starts
"1,662",minutes
18.5,minutes_90s
1,goals
1,assists
2,goals_assists
1,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
1.2,xg
1.2,npxg
1.5,xg_assist
2.7,npxg_xg_assist
6,progressive_carries
66,progressive_passes
11,progressive_passes_received
0.05,goals_per90
0.05,assists_per90
0.11,goals_assists_per90
0.05,goals_pens_per90
0.11,goals_assists_pens_per90
0.07,xg_per90
0.08,xg_assist_per90
0.15,xg_xg_assist_per90
0.07,npxg_per90
0.15,npxg_xg_assist_per90
"<a href=""/en/players/a8c19eb8/matchlogs/2023-2024/summary/Nathan-Collins-Match-Logs""Matches",matches
107,ranker
"<a href=""/en/players/700783e7/Levi-Colwill""Levi Colwill",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
21-004,age
2003,birth_year
22,games
19,games_starts
"1,719",minutes
19.1,minutes_90s
1,goals
1,assists
2,goals_assists
1,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
1.3,xg
1.3,npxg
1.2,xg_assist
2.5,npxg_xg_assist
22,progressive_carries
68,progressive_passes
27,progressive_passes_received
0.05,goals_per90
0.05,assists_per90
0.10,goals_assists_per90
0.05,goals_pens_per90
0.10,goals_assists_pens_per90
0.07,xg_per90
0.06,xg_assist_per90
0.13,xg_xg_assist_per90
0.07,npxg_per90
0.13,npxg_xg_assist_per90
"<a href=""/en/players/700783e7/matchlogs/2023-2024/summary/Levi-Colwill-Match-Logs""Matches",matches
108,ranker
"<a href=""/en/players/2afc7272/Lewis-Cook""Lewis Cook",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",team
27-027,age
1997,birth_year
20,games
19,games_starts
"1,620",minutes
18.0,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
4,cards_yellow
1,cards_red
0.1,xg
0.1,npxg
2.0,xg_assist
2.1,npxg_xg_assist
9,progressive_carries
82,progressive_passes
10,progressive_passes_received
0.00,goals_per90
0.06,assists_per90
0.06,goals_assists_per90
0.00,goals_pens_per90
0.06,goals_assists_pens_per90
0.01,xg_per90
0.11,xg_assist_per90
0.12,xg_xg_assist_per90
0.01,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/2afc7272/matchlogs/2023-2024/summary/Lewis-Cook-Match-Logs""Matches",matches
109,ranker
"<a href=""/en/players/74e12f1e/Jack-Cork""Jack Cork",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
MF,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
34-250,age
1989,birth_year
3,games
0,games_starts
19,minutes
0.2,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
3,progressive_carries
2,progressive_passes
1,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/74e12f1e/matchlogs/2023-2024/summary/Jack-Cork-Match-Logs""Matches",matches
110,ranker
"<a href=""/en/players/beb391dd/Maxwel-Cornet""Maxwel Cornet",player
"<a href=""/en/country/CIV/Cote-dIvoire-Football""<span style=""white-space: nowrap""<span class=""f-i f-ci"" style=""""ci",nationality
"MF,FW",position
"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",team
27-156,age
1996,birth_year
5,games
1,games_starts
105,minutes
1.2,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.4,xg
0.4,npxg
0.2,xg_assist
0.6,npxg_xg_assist
3,progressive_carries
2,progressive_passes
7,progressive_passes_received
0.86,goals_per90
0.00,assists_per90
0.86,goals_assists_per90
0.86,goals_pens_per90
0.86,goals_assists_pens_per90
0.34,xg_per90
0.14,xg_assist_per90
0.49,xg_xg_assist_per90
0.34,npxg_per90
0.49,npxg_xg_assist_per90
"<a href=""/en/players/beb391dd/matchlogs/2023-2024/summary/Maxwel-Cornet-Match-Logs""Matches",matches
111,ranker
"<a href=""/en/players/fdf3cb77/Vladimir-Coufal""Vladimír Coufal",player
"<a href=""/en/country/CZE/Czech-Republic-Football""<span style=""white-space: nowrap""<span class=""f-i f-cz"" style=""""cz",nationality
DF,position
"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",team
31-192,age
1992,birth_year
24,games
24,games_starts
"2,120",minutes
23.6,minutes_90s
0,goals
6,assists
6,goals_assists
0,goals_pens
0,pens_made
0,pens_att
7,cards_yellow
1,cards_red
0.0,xg
0.0,npxg
2.9,xg_assist
2.9,npxg_xg_assist
46,progressive_carries
90,progressive_passes
92,progressive_passes_received
0.00,goals_per90
0.25,assists_per90
0.25,goals_assists_per90
0.00,goals_pens_per90
0.25,goals_assists_pens_per90
0.00,xg_per90
0.12,xg_assist_per90
0.12,xg_xg_assist_per90
0.00,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/fdf3cb77/matchlogs/2023-2024/summary/Vladimir-Coufal-Match-Logs""Matches",matches
112,ranker
"<a href=""/en/players/0ef89a37/Philippe-Coutinho""Philippe Coutinho",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
"MF,FW",position
"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",team
31-263,age
1992,birth_year
2,games
0,games_starts
25,minutes
0.3,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.0,xg_assist
0.1,npxg_xg_assist
5,progressive_carries
5,progressive_passes
2,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.52,xg_per90
0.00,xg_assist_per90
0.52,xg_xg_assist_per90
0.52,npxg_per90
0.52,npxg_xg_assist_per90
"<a href=""/en/players/0ef89a37/matchlogs/2023-2024/summary/Philippe-Coutinho-Match-Logs""Matches",matches
113,ranker
"<a href=""/en/players/4f974391/Aaron-Cresswell""Aaron Cresswell",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
DF,position
"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",team
34-077,age
1989,birth_year
4,games
2,games_starts
145,minutes
1.6,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.1,xg_assist
0.1,npxg_xg_assist
1,progressive_carries
9,progressive_passes
2,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.06,xg_assist_per90
0.06,xg_xg_assist_per90
0.00,npxg_per90
0.06,npxg_xg_assist_per90
"<a href=""/en/players/4f974391/matchlogs/2023-2024/summary/Aaron-Cresswell-Match-Logs""Matches",matches
114,ranker
"<a href=""/en/players/1daec722/Marc-Cucurella""Marc Cucurella",player
"<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",nationality
DF,position
"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",team
25-223,age
1998,birth_year
9,games
8,games_starts
703,minutes
7.8,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
0.8,xg
0.8,npxg
0.2,xg_assist
1.0,npxg_xg_assist
16,progressive_carries
26,progressive_passes
31,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.10,xg_per90
0.02,xg_assist_per90
0.13,xg_xg_assist_per90
0.10,npxg_per90
0.13,npxg_xg_assist_per90
"<a href=""/en/players/1daec722/matchlogs/2023-2024/summary/Marc-Cucurella-Match-Logs""Matches",matches
115,ranker
"<a href=""/en/players/f6d7d690/Josh-Cullen""Josh Cullen",player
"<a href=""/en/country/IRL/Republic-of-Ireland-Football""<span style=""white-space: nowrap""<span class=""f-i f-ie"" style=""""ie",nationality
MF,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
27-329,age
1996,birth_year
13,games
11,games_starts
989,minutes
11.0,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
5,cards_yellow
0,cards_red
0.1,xg
0.1,npxg
0.7,xg_assist
0.8,npxg_xg_assist
7,progressive_carries
45,progressive_passes
9,progressive_passes_received
0.00,goals_per90
0.09,assists_per90
0.09,goals_assists_per90
0.00,goals_pens_per90
0.09,goals_assists_pens_per90
0.01,xg_per90
0.06,xg_assist_per90
0.07,xg_xg_assist_per90
0.01,npxg_per90
0.07,npxg_xg_assist_per90
"<a href=""/en/players/f6d7d690/matchlogs/2023-2024/summary/Josh-Cullen-Match-Logs""Matches",matches
116,ranker
"<a href=""/en/players/dc62b55d/Matheus-Cunha""Matheus Cunha",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
"FW,MF",position
"<a href=""/en/squads/8cec06e1/Wolverhampton-Wanderers-Stats""Wolves",team
24-279,age
1999,birth_year
24,games
24,games_starts
"1,961",minutes
21.8,minutes_90s
9,goals
6,assists
15,goals_assists
8,goals_pens
1,pens_made
1,pens_att
5,cards_yellow
0,cards_red
8.2,xg
7.4,npxg
3.1,xg_assist
10.5,npxg_xg_assist
93,progressive_carries
60,progressive_passes
108,progressive_passes_received
0.41,goals_per90
0.28,assists_per90
0.69,goals_assists_per90
0.37,goals_pens_per90
0.64,goals_assists_pens_per90
0.38,xg_per90
0.14,xg_assist_per90
0.52,xg_xg_assist_per90
0.34,npxg_per90
0.48,npxg_xg_assist_per90
"<a href=""/en/players/dc62b55d/matchlogs/2023-2024/summary/Matheus-Cunha-Match-Logs""Matches",matches
117,ranker
"<a href=""/en/players/db4ed67b/Mahmoud-Dahoud""Mahmoud Dahoud",player
"<a href=""/en/country/GER/Germany-Football""<span style=""white-space: nowrap""<span class=""f-i f-de"" style=""""de",nationality
MF,position
"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",team
28-060,age
1996,birth_year
9,games
6,games_starts
452,minutes
5.0,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
1,cards_red
0.2,xg
0.2,npxg
0.9,xg_assist
1.1,npxg_xg_assist
4,progressive_carries
11,progressive_passes
6,progressive_passes_received
0.00,goals_per90
0.20,assists_per90
0.20,goals_assists_per90
0.00,goals_pens_per90
0.20,goals_assists_pens_per90
0.04,xg_per90
0.18,xg_assist_per90
0.22,xg_xg_assist_per90
0.04,npxg_per90
0.22,npxg_xg_assist_per90
"<a href=""/en/players/db4ed67b/matchlogs/2023-2024/summary/Mahmoud-Dahoud-Match-Logs""Matches",matches
118,ranker
"<a href=""/en/players/93e08bce/Ameen-Al-Dakhil""Ameen Al-Dakhil",player
"<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be",nationality
DF,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
21-361,age
2002,birth_year
13,games
12,games_starts
"1,056",minutes
11.7,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
1,cards_yellow
0,cards_red
1.3,xg
1.3,npxg
0.1,xg_assist
1.4,npxg_xg_assist
7,progressive_carries
35,progressive_passes
9,progressive_passes_received
0.09,goals_per90
0.00,assists_per90
0.09,goals_assists_per90
0.09,goals_pens_per90
0.09,goals_assists_pens_per90
0.11,xg_per90
0.01,xg_assist_per90
0.12,xg_xg_assist_per90
0.11,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/93e08bce/matchlogs/2023-2024/summary/Ameen-Al-Dakhil-Match-Logs""Matches",matches
119,ranker
"<a href=""/en/players/d9565625/Diogo-Dalot""Diogo Dalot",player
"<a href=""/en/country/POR/Portugal-Football""<span style=""white-space: nowrap""<span class=""f-i f-pt"" style=""""pt",nationality
DF,position
"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",team
24-349,age
1999,birth_year
24,games
23,games_starts
"2,094",minutes
23.3,minutes_90s
1,goals
2,assists
3,goals_assists
1,goals_pens
0,pens_made
0,pens_att
6,cards_yellow
1,cards_red
0.9,xg
0.9,npxg
1.9,xg_assist
2.7,npxg_xg_assist
40,progressive_carries
88,progressive_passes
84,progressive_passes_received
0.04,goals_per90
0.09,assists_per90
0.13,goals_assists_per90
0.04,goals_pens_per90
0.13,goals_assists_pens_per90
0.04,xg_per90
0.08,xg_assist_per90
0.12,xg_xg_assist_per90
0.04,npxg_per90
0.12,npxg_xg_assist_per90
"<a href=""/en/players/d9565625/matchlogs/2023-2024/summary/Diogo-Dalot-Match-Logs""Matches",matches
120,ranker
"<a href=""/en/players/215f3907/Mikkel-Damsgaard""Mikkel Damsgaard",player
"<a href=""/en/country/DEN/Denmark-Football""<span style=""white-space: nowrap""<span class=""f-i f-dk"" style=""""dk",nationality
MF,position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
23-242,age
2000,birth_year
13,games
2,games_starts
361,minutes
4.0,minutes_90s
0,goals
1,assists
1,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.6,xg
0.6,npxg
0.8,xg_assist
1.4,npxg_xg_assist
6,progressive_carries
32,progressive_passes
18,progressive_passes_received
0.00,goals_per90
0.25,assists_per90
0.25,goals_assists_per90
0.00,goals_pens_per90
0.25,goals_assists_pens_per90
0.15,xg_per90
0.19,xg_assist_per90
0.35,xg_xg_assist_per90
0.15,npxg_per90
0.35,npxg_xg_assist_per90
"<a href=""/en/players/215f3907/matchlogs/2023-2024/summary/Mikkel-Damsgaard-Match-Logs""Matches",matches
121,ranker
"<a href=""/en/players/a816dbfb/Danilo""Danilo",player
"<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",nationality
"MF,FW",position
"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",team
22-307,age
2001,birth_year
19,games
11,games_starts
"1,051",minutes
11.7,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
2,cards_yellow
0,cards_red
0.6,xg
0.6,npxg
0.4,xg_assist
1.0,npxg_xg_assist
14,progressive_carries
48,progressive_passes
16,progressive_passes_received
0.09,goals_per90
0.00,assists_per90
0.09,goals_assists_per90
0.09,goals_pens_per90
0.09,goals_assists_pens_per90
0.06,xg_per90
0.03,xg_assist_per90
0.09,xg_xg_assist_per90
0.06,npxg_per90
0.09,npxg_xg_assist_per90
"<a href=""/en/players/a816dbfb/matchlogs/2023-2024/summary/Danilo-Match-Logs""Matches",matches
122,ranker
"<a href=""/en/players/f08490a6/Arnaut-Danjuma""Arnaut Danjuma",player
"<a href=""/en/country/NED/Netherlands-Football""<span style=""white-space: nowrap""<span class=""f-i f-nl"" style=""""nl",nationality
"MF,FW",position
"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",team
27-030,age
1997,birth_year
14,games
5,games_starts
595,minutes
6.6,minutes_90s
1,goals
0,assists
1,goals_assists
1,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
2.6,xg
2.6,npxg
1.1,xg_assist
3.7,npxg_xg_assist
24,progressive_carries
9,progressive_passes
44,progressive_passes_received
0.15,goals_per90
0.00,assists_per90
0.15,goals_assists_per90
0.15,goals_pens_per90
0.15,goals_assists_pens_per90
0.40,xg_per90
0.17,xg_assist_per90
0.57,xg_xg_assist_per90
0.40,npxg_per90
0.57,npxg_xg_assist_per90
"<a href=""/en/players/f08490a6/matchlogs/2023-2024/summary/Arnaut-Danjuma-Match-Logs""Matches",matches
123,ranker
"<a href=""/en/players/003cf4d1/Jayden-Danns""Jayden Danns",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
FW,position
"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",team
18-045,age
2006,birth_year
1,games
0,games_starts
2,minutes
0.0,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.0,xg_assist
0.0,npxg_xg_assist
0,progressive_carries
0,progressive_passes
0,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.00,xg_assist_per90
0.00,xg_xg_assist_per90
0.00,npxg_per90
0.00,npxg_xg_assist_per90
"<a href=""/en/players/003cf4d1/matchlogs/2023-2024/summary/Jayden-Danns-Match-Logs""Matches",matches
124,ranker
"<a href=""/en/players/60344e4f/Josh-Dasilva""Josh Dasilva",player
"<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",nationality
"DF,FW",position
"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",team
25-130,age
1998,birth_year
3,games
0,games_starts
24,minutes
0.3,minutes_90s
0,goals
0,assists
0,goals_assists
0,goals_pens
0,pens_made
0,pens_att
0,cards_yellow
0,cards_red
0.0,xg
0.0,npxg
0.2,xg_assist
0.2,npxg_xg_assist
2,progressive_carries
2,progressive_passes
5,progressive_passes_received
0.00,goals_per90
0.00,assists_per90
0.00,goals_assists_per90
0.00,goals_pens_per90
0.00,goals_assists_pens_per90
0.00,xg_per90
0.72,xg_assist_per90
0.72,xg_xg_assist_per90
0.00,npxg_per90
0.72,npxg_xg_assist_per90
"<a href=""/en/players/60344e4f/matchlogs/2023-2024/summary/Josh-Dasilva-Match-Logs""Matches",matches
125,ranker
"<a href=""/en/players/e82900ef/David-Datro-Fofana""David Datro Fofana",player
"<a href=""/en/country/CIV/Cote-dIvoire-Football""<span style=""white-space: nowrap""<span class=""f-i f-ci"" style=""""ci",nationality
FW,position
"<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",team
21-070,age
